"[0] MovieTitleComparator","[1] MovieDateComparator","finalValue","isMatch","label"
"1.0","0.81","1.01782","true","1"
"1.0","0.6400000000000001","0.87808","true","1"
"0.42105263157894735","1.0","0.10352631578947347","false","0"
"1.0","0.81","1.01782","true","1"
"1.0","0.81","1.01782","true","1"
"0.8095238095238095","0.81","0.6656295238095237","true","1"
"0.967741935483871","0.81","0.9581748387096772","true","1"
"0.4444444444444444","1.0","0.14677777777777756","false","0"
"0.38888888888888884","1.0","0.04405555555555529","false","0"
"0.4","1.0","0.06459999999999988","false","0"
"1.0","0.81","1.01782","true","1"
"0.47619047619047616","0.81","0.04929619047619027","false","0"
"1.0","0.81","1.01782","true","1"
"1.0","0.81","1.01782","true","1"
"1.0","0.81","1.01782","true","1"
"1.0","0.6400000000000001","0.87808","true","1"
"1.0","0.81","1.01782","true","1"
"0.5263157894736843","0.48999999999999994","-0.12106210526315797","false","0"
"1.0","0.0","0.35199999999999987","false","0"
"0.6666666666666667","0.16000000000000003","-0.13281333333333328","false","0"
"0.6666666666666667","0.0","-0.2643333333333333","false","0"
"0.7272727272727273","0.0","-0.15227272727272734","false","0"
"1.0","0.81","1.01782","true","1"
"0.8888888888888888","0.81","0.8123755555555553","true","1"
"0.6470588235294117","0.0","-0.3005882352941178","false","0"
"0.631578947368421","0.0","-0.3292105263157896","false","0"
"0.4545454545454546","1.0","0.1654545454545454","false","0"
"1.0","0.81","1.01782","true","1"
"0.41666666666666663","1.0","0.09541666666666648","false","0"
"1.0","0.81","1.01782","true","1"
"0.6956521739130435","0.0","-0.21073913043478276","false","0"
"0.5789473684210527","0.48999999999999994","-0.02374631578947395","false","0"
"0.9523809523809523","0.81","0.9297723809523807","true","1"
"0.5","1.0","0.24949999999999983","false","0"
"1.0","0.0","0.35199999999999987","false","0"
"1.0","0.81","1.01782","true","1"
"1.0","0.0","0.35199999999999987","false","0"
"1.0","0.81","1.01782","true","1"
"1.0","0.81","1.01782","true","1"
"1.0","0.81","1.01782","true","1"
"0.375","1.0","0.018374999999999808","false","0"
"1.0","0.81","1.01782","true","1"
"0.4666666666666667","0.81","0.03168666666666653","false","0"
"1.0","0.81","1.01782","true","1"
"0.5714285714285714","0.81","0.22539142857142835","false","0"
"1.0","0.0","0.35199999999999987","false","0"
"1.0","0.81","1.01782","true","1"
"0.6153846153846154","0.6400000000000001","0.16692615384615395","false","0"
"1.0","0.0","0.35199999999999987","false","0"
"0.9333333333333333","0.81","0.8945533333333332","true","1"
"1.0","0.6400000000000001","0.87808","true","1"
"0.935483870967742","0.81","0.8985296774193549","true","1"
"0.5882352941176471","0.48999999999999994","-0.006572941176470781","false","0"
"1.0","0.81","1.01782","true","1"
"1.0","0.0","0.35199999999999987","false","0"
"1.0","0.81","1.01782","true","1"
"0.9523809523809523","0.81","0.9297723809523807","true","1"
"0.9523809523809523","0.81","0.9297723809523807","true","1"
"1.0","0.0","0.35199999999999987","false","0"
"1.0","0.6400000000000001","0.87808","true","1"
"1.0","0.6400000000000001","0.87808","true","1"
"1.0","0.81","1.01782","true","1"
"1.0","0.81","1.01782","true","1"
"0.7777777777777778","0.81","0.606931111111111","true","1"
"1.0","0.6400000000000001","0.87808","true","1"
"1.0","0.81","1.01782","true","1"
"1.0","0.81","1.01782","true","1"
"1.0","0.0","0.35199999999999987","false","0"
"0.9032258064516129","0.81","0.838884516129032","true","1"
"0.4285714285714286","0.81","-0.03875142857142866","false","0"
"0.9642857142857143","0.81","0.9517842857142856","true","1"
"1.0","0.6400000000000001","0.87808","true","1"
"0.5555555555555556","0.6400000000000001","0.056302222222222253","false","0"
"0.7272727272727273","0.0","-0.15227272727272734","false","0"
"0.631578947368421","0.0","-0.3292105263157896","false","0"
"0.5333333333333333","1.0","0.31113333333333315","false","0"
"0.9166666666666666","0.81","0.8637366666666665","true","1"
"1.0","0.81","1.01782","true","1"
"1.0","0.6400000000000001","0.87808","true","1"
"0.6428571428571428","0.0","-0.308357142857143","false","0"
"0.4","1.0","0.06459999999999988","false","0"
"1.0","0.6400000000000001","0.87808","true","1"
"1.0","0.6400000000000001","0.87808","true","1"
"0.935483870967742","0.81","0.8985296774193549","true","1"
"0.5714285714285714","1.0","0.38157142857142834","false","0"
